strategy_name,scenario,seed,implementation_shortfall_bps,execution_cost,market_impact_cost,total_transaction_fees,completion_rate,average_execution_price,arrival_price,vwap_slippage_bps,terminal_penalty,turnover,reward_total,action_0_pct,action_1_pct,action_2_pct,action_3_pct
DQN (shuffled regime),normal,2024,30.282150171979293,145720.0988900264,1958.0322448251347,94.62702398250785,0.6873025287549532,149.57497095376706,149.39855578165051,17.185836478438034,111093.81201450227,28329370.89252221,,,,,
PPO,normal,2024,18.26354243701749,46674.890538884254,3025.2421046819077,145.25088801434134,0.993929530579471,149.65604682817633,149.39855578165051,22.879175997313553,4023.0931033365646,43456148.98863813,,,,,
Regime-Aware PPO,normal,2024,25.252913811373418,93085.12528633467,3211.269443384459,142.55084877011473,0.9842587619246158,149.63349909704814,149.39855578165051,21.194525149844758,36221.10769916089,42652077.805225536,,,,,
PPO (shuffled regime),normal,2024,23.495741627128293,83259.18025327487,3311.181461293004,143.14159348770437,0.9864970886014065,149.6370806402848,149.39855578165051,21.620037818759474,29942.291033068333,42828238.45971582,,,,,
TWAP,low_liquidity,777,42.49531458059543,52349.96668484856,962.2389482460618,39.37313667507654,1.0,161.26246843947845,160.58619359942423,30.084878068371655,0.0,12683252.74459984,,,,,
VWAP,low_liquidity,777,42.70713768138334,52713.46112572382,972.6944920592401,39.37313667507656,1.0,161.26571375524458,160.58619359942423,30.29605802059657,0.0,12683616.239040716,,,,,
POV,low_liquidity,777,37.178149025926224,46034.95923759438,1244.905170386128,39.37313667507655,1.0,161.18153281368936,160.58619359942423,28.804540814624254,0.0,12676937.737152588,,,,,
DQN,low_liquidity,777,37.543810354748544,45848.613045463644,1184.4859681583498,33.848930104038814,0.880228081032002,161.1362420478704,160.58619359942423,21.869979802461305,7732.266480214035,10900042.91735077,,,,,
Regime-Aware DQN,low_liquidity,777,37.96245219614325,47751.235224305536,1219.2494814410034,39.035989398049544,0.9912109890896108,161.18946653399465,160.58619359942423,25.292777323623838,643.8084077148318,12569856.813489344,,,,,
DQN (shuffled regime),low_liquidity,777,40.74445689089499,50004.50039190329,1330.4499577965014,39.37313667507655,1.0,161.2358284798471,160.58619359942423,27.904434790902975,0.0,12680907.278306898,,,,,
PPO,low_liquidity,777,42.109285695073325,51823.819869520856,1103.803914033673,39.306332332941366,0.9984752463502857,161.2562933370263,160.58619359942423,29.649953467571596,190.34952929356467,12661645.37567794,,,,,
Regime-Aware PPO,low_liquidity,777,35.76873022382065,44336.300213168455,1107.858930248939,39.30489890662776,0.9980276908556244,161.15698828469635,160.58619359942423,23.4460156440002,25.10525341844383,12653231.135109313,,,,,
PPO (shuffled regime),low_liquidity,777,41.757371736168004,51151.93848263423,1038.687002392032,39.373136675076545,0.9999999999999998,161.25008243627042,160.58619359942423,29.223716908837577,0.0,12682054.716397624,,,,,
TWAP,high_volatility,777,46.57976979000951,308554.7427184357,14202.875753260136,221.48749713124954,1.0,166.50714251693702,165.7624698233184,30.659171172772766,0.0,73628615.04608701,,,,,
VWAP,high_volatility,777,47.65420102243322,318656.9807429328,14407.88941426809,221.4873747553841,0.9999994751438528,166.5250515570472,165.7624698233184,31.74276911585925,0.4309817358587732,73638676.69580242,,,,,
POV,high_volatility,777,52.96018151042044,365000.36650174117,18053.55378507752,221.48749713124957,1.0,166.62519011327683,165.7624698233184,29.584497540098255,0.0,73685060.66987033,,,,,
DQN,high_volatility,777,135.3213109873265,976390.7854107562,1653.1426919406144,27.92443219260847,0.12642868879399258,166.17323194679227,165.7624698233184,10.573580209839498,969954.789439542,9303865.11778509,,,,,
Regime-Aware DQN,high_volatility,777,45.19693660247344,304253.3689063989,17812.631250277875,218.08163256278326,0.9853635826049597,166.44435263018417,165.7624698233184,26.806770336695553,23117.540170050157,72474779.17595455,,,,,
DQN (shuffled regime),high_volatility,777,47.225177119418944,316437.0320812054,18080.736944064025,216.07765420953424,0.974488160601115,166.44457539365942,165.7624698233184,26.867845033063332,34387.93636240671,71821433.12860468,,,,,
PPO,high_volatility,777,44.771166951316,293817.48737403436,15451.117071633536,221.48749713124948,0.9999999999999998,166.47347082425512,165.7624698233184,28.484809613213958,0.0,73613877.79074258,,,,,
Regime-Aware PPO,high_volatility,777,50.37518551027054,339545.7858164606,15880.394063757229,220.17773950418945,0.9945102770298144,166.56036999988842,165.7624698233184,33.59978621862532,5872.932857945763,73230288.93569385,,,,,
PPO (shuffled regime),high_volatility,777,47.49599420286002,310200.74702563084,14995.314137523605,221.48749713124954,1.0,166.5206398042837,165.7624698233184,31.487504805856805,0.0,73630261.0503942,,,,,
TWAP,regime_transition,2024,61.6154008117589,396657.99469080253,19690.860092406376,241.33244853544124,0.9999068583653387,154.26024362172384,153.33607813033007,30.43891448612542,100.61753465367433,74431113.5346401,,,,,
VWAP,regime_transition,2024,62.30879215073943,404965.6844226029,20140.350799571166,241.36383096115827,1.0,154.27184671964915,153.33607813033007,31.157344570700538,0.0,74450175.99547285,,,,,
POV,regime_transition,2024,38.680138839702316,247270.06634718887,26559.17597708418,241.36383096115833,1.0,153.92207762864263,153.33607813033007,31.627162674373277,0.0,74292480.37739745,,,,,
DQN,regime_transition,2024,49.44496692218203,324388.8548172085,26850.260943716963,241.36383096115833,1.0,154.0776914748743,153.33607813033007,19.241519062105077,0.0,74369599.16586748,,,,,
Regime-Aware DQN,regime_transition,2024,64.10766388565783,405759.56238170835,24835.03673572806,238.11654293540118,0.9888684575652558,154.29326031340176,153.33607813033007,32.38049101282988,8517.243432389909,73342318.03942911,,,,,
DQN (shuffled regime),regime_transition,2024,57.73901512133303,371888.477201083,23273.205289685702,241.36383096115827,0.9999999999999998,154.20215616160056,153.33607813033007,26.565020044855437,0.0,74417098.78825133,,,,,
PPO,regime_transition,2024,62.050449245115104,397849.8941057554,19686.528046691503,241.2055742298513,0.9995303011060079,154.26537258527887,153.33607813033007,30.837797343680883,496.036213866843,74388836.91619733,,,,,
Regime-Aware PPO,regime_transition,2024,62.88670674967045,402779.3131907137,19724.94359737873,239.8869208094257,0.9943370576316448,154.27349252139803,153.33607813033007,31.390805563041148,1654.3476217447449,74029670.19682637,,,,,
PPO (shuffled regime),regime_transition,2024,61.080739242131564,392738.4395394232,19978.518205983935,241.3192867428325,0.9998614063701569,154.25213924861015,153.33607813033007,29.884253274749057,182.80312516587944,74422769.34337984,,,,,
TWAP,stress,123,3.7926632695548674,16642.81423253995,15994.634124781567,230.14728591070556,0.9977051093579842,152.62725948836663,152.58516487931323,33.25919965513093,418.4828880626995,69867879.98145148,,,,,
VWAP,stress,123,2.415054981389688,6680.168081155501,16177.442782700422,230.66413045024592,0.9994136147110402,152.60675662354464,152.58516487931323,31.86030172535128,109.88109805800352,70003311.62049037,,,,,
POV,stress,123,11.941704765159368,82701.57875402369,22383.53342021317,230.4452214449364,0.9986899789196354,152.76109631048232,152.58516487931323,32.113033295891434,242.14720044141822,70017749.864049,,,,,
DQN,stress,123,104.0508335423023,714229.5093084985,3459.9121379325347,55.2295458038036,0.24900016442580442,152.36948007780532,152.58516487931323,15.807886349515638,729451.4409138954,16981098.09250745,,,,,
